投诉日期,投诉编号,投诉问题,投诉诉求,详细说明,投诉对象
2020-02-24,17348805350,紫梧桐公寓管理有限公司以疫情为借口单方面解除房屋租赁合同,维持原合同,"我与紫梧桐公寓管理有限公司在2018年3月签订一份5年的《财产委托管理服务合同》，有效期自：2018年03月31日至2023年7月13日止。现在紫悟桐以疫情为不可抗力为借口，快递给我二份法务函，要求解除合同，且不愿承担违约责任。
  紫梧桐曾在之前给我打过一次电话，说要么要解除合同，要么减免3个月租金，我没有同意。如果是...",紫梧桐
2020-02-25,17348823715,南京紫梧桐不能退租蛋壳公寓,立即退租消除征信影响,因疫情影响，蛋壳公寓与房东发生纠纷，打电话要求我们换租，没有同意，电话沟通可以在2019/2/25之前退租，两次都有通话记录，但是截至2/25日没有退租，管家联系不上，现在微众银行那边催缴贷款，如果不缴纳要上征信，要求蛋壳立即退租，并消除征信影响,紫梧桐
2020-03-03,17348906040,1月份在上海蛋壳公寓退租以后承诺给退押金现在都3月份了一直没有人在处理,"退款,赔偿,道歉,作出处罚","我是2019年1月6号在上海蛋壳公寓租的房子，具体地址是上海市松江区泗泾镇江川二村北区51号402室D房间。

到2019年12月快到期时，续租专员联系我让我再续租一年，但是我明确说了，可能租不到一年了，续租专员说，没事，我们现在年底有个活动，老租户续租，首月半价，而且中途不满一年退租，只要提前三天报备就可以全额退...",紫梧桐
2020-02-27,17348842980,蛋壳公寓霸占房屋不予解约用户交接房屋,交接房屋，交接水电卡,"投诉蛋壳公寓——紫梧桐(北京)资产管理有限公司霸占本人房屋不进行交接。

本人于2020年2月17日与蛋壳公寓签订的房屋解约协议，到现在为止，蛋壳公寓的相关工作人员都不与本人进行联系进行房屋交接、水电卡返还等手续，多次拨打蛋壳4001551***客服电话，对方都以会联系相关工作人员为由搪塞本人，希望本平台能督促蛋壳公寓...",紫梧桐
2020-03-05,17348928779,说好退返租金却拐弯抹角的糊弄,"退款,赔偿",2019年12月底，由于蛋壳公寓“紫梧桐(北京)资产管理有限公司”不遵守国家法律法规，违背国家政策，偷打隔断并招租的问题，我被迫接受了蛋壳公寓“无责换租”的方案，蛋壳在结算租金退款的操作中，再三拖拉扯皮，巧妙遗漏了我于2019年12月24日缴纳的服务费及维修管理费共计260元！蛋壳公寓利用种种套路拒绝退款，拒绝遵守国家...,紫梧桐
2020-02-24,17348805736,蛋壳公寓拖欠房租未按合同支付,立即付款,紫梧桐（北京）资产管理有限公司即蛋壳公寓北京应该在2020年2月19日向本人，王妮（身份证号210106198108212***）支付一个季度的房租，即37200元。到现在也没有收到款，并且联系不到对方公司负责人员。请帮助处理此事，万分感谢。,紫梧桐
2020-02-26,17348829481,紫梧桐上海公寓管理有限公司擅自更改电子合同要求履约,恢复履行原合同,2018年11月26日与紫梧桐上海公寓管理有限公司蛋壳公寓签订《财财产委托管理服务合同》，服务期限2018年12月1日起，期限4年。2020年2月蛋壳公寓来电要求免房租，在末说明免租期限与时间的情况下，未应。2月25日收到蛋壳公寓电话不能履行合同单方违约。不按合同规定承担违约责任。我认为合同受疫情影响是暂时的，合同期限4...,紫梧桐
2020-02-28,17348856560,整个2月份因疫情无法返沪要求退2月份的服务费和水电费还有租金,退款,本人2020年1月在紫梧桐（北京）资产管理有限公司（蛋壳公寓）租赁房屋，签定了1年合同，2020年2月支付房租2900元（一个月），服务费261元，水燃费60元，维修费29元。蛋壳推出了返还租金计划，但是只返还10天的房租，我表示不同意，因为由于疫情，学校3月之前都不让返沪，所以我要求返还2月所有租金、服务费、水燃费。请...,紫梧桐
2020-02-28,17348853177,蛋壳公寓恶意拖欠北京房东租金霸王条款欺上瞒下,"赔偿,作出处罚,道歉",本人2018年11月将房租租赁给紫梧桐（北京）资产管理有限公司（蛋壳公寓），签定了5年合同，2020年2月28日应该支付房租25743元（一个季度），至今未付。蛋壳的公众号“付款计划”栏目出现了疫情免租计划，我表示不同意，因为我的房子租户一直住着，我们还配合租户办理了出入卡，我的房子并没有受到任何疫情影响无法入住的问...,紫梧桐
2020-02-21,17348770662,给紫梧桐北京资产管理有限公司蛋壳公寓的告知函,按合同约定解约赔偿,给紫梧桐（北京）资产管理有限公司（蛋壳公寓）的告知函，告知内容见所附图片文件。,紫梧桐
2020-03-03,17348911343,蛋壳公寓拖欠房租强制增加付款条件,"赔偿,立刻支付欠款",我于2018年03月将房屋出租给了蛋壳公寓（紫梧桐），今年2月份房租应于2月27日到账（根据历史付款记录），但蛋壳公寓至今未付。今年2月初左右，在未经协商的情况下，单方面通知疫情期间要求一个月免租期，我当时就明确答复不同意该要求。随即，我在蛋壳公寓微信公众号里查看合同内容时，发现“付款计划”这部分内容无法显示...,紫梧桐
2020-02-24,17348806547,蛋壳公寓涉嫌未按照合同支付房租,"赔偿,道歉",本人于2019年11月11日通过北京紫梧桐（北京）资产管理有限公司（以下简称蛋壳公寓）在北京市房山区时代广场2号楼509租房，并按照合同交付房租至2020年5月11日，但因蛋壳公寓迟迟不将房租款交付于业主违反合同，导致业主按照合同要将房子收回，致使我们租客正常交付房租，却要在这种疫情爆发期沦落街头,紫梧桐
2020-03-01,17348869984,蛋壳公寓拖欠房租,足额支付房租,我于2018年7月将房租出租给了蛋壳公寓（紫梧桐），今年2月份房租应于2月14日到账，但蛋壳公寓至今未付，还利用疫情，在未经协商的情况下，单方面通知房东疫情期间要求免租期，逼迫房东同意，因为我不同意免租期这个无理要求，蛋壳公寓至今到期不付房租，从2月初，我多次联系蛋壳公寓，但是每次蛋壳公寓客服都是先是要求...,紫梧桐
2020-02-26,17348827060,蛋壳公寓单方篡改合同更改付款时间和计划不按时付款涉嫌合同欺诈,"赔偿,作出处罚,道歉,解释",本人于2019年与蛋壳公寓的紫梧桐（北京）资产管理有限公司签订了委托管理合同，在2020年2月23日未收到应付房租。此前多次接到蛋壳客服打来电话，告知由于武汉疫情，蛋壳公寓单方面决定少支付一个月的房租。由于我的房屋并未收到疫情影响，一直有租户居住，我明确表示不接受任何形式的免租和延期支付租金。2月9日周日，当...,紫梧桐
2020-02-23,17348800536,紫梧桐北京公寓管理有限公司未按时支付房租且未做违约赔偿,支付房租或按合同解约,合同注明2月4日前支付房东房租，现已逾期十五个工作日，按双方合同签定对方已违约，违约方须向对方支付两个月房租补偿，但目前直接到两次自称蛋壳公寓工作人员电话，给出的处理方式不可接受，已发纸质催款函，并已通知租户合同将解除，由租户自行联系蛋壳协商解决，但至今未收到蛋壳任何反馈，2月25日如扔未收到租金或合...,紫梧桐
2020-02-20,17348769007,紫梧桐北京资产管理有限公司借疫情为由解除与我签订的合同且不履行合同的违约要求,"赔偿,作出处罚",   我是北京市亦庄经济开发区天华园一里一区（梅园小区）4号楼3层4单元301业主，紫梧桐于2019年9月29日与我签订《财产委托管理服务合同》（合同编号：BJWTSBJE19099284*** ），双方约定，该房屋委托代理权限从2019年10月9日起至2025年3月1日止（长达5年的合同，共计60个月），该期间紫梧桐公司按照三个月一付款的计划支...,紫梧桐
2020-02-19,17348748666,履行合同赔偿损失,"赔偿,作出处罚,履行合同",要求 紫梧桐（北京）资产管理有限公司 履行合同并对违约行为做出相应赔偿,紫梧桐
2020-02-20,17348761499,尽快付清欠下的房租,"道歉,尽快付清欠下的房租",蛋壳公寓 紫梧桐（北京）资产管理公司未按合同支付房租。根据合同房租支付日期是2020/2/9，金额33900（3个月），目前已逾期，经投诉后蛋壳公寓客服来电话，对方已疫情为借口单方面称免除半个月房租，我不同意，后客服说反馈情况，就再无下文了，极为不负责。今天又致电这位客服（17151072***），却推脱说自己不是售后是...,紫梧桐
2020-02-22,17348789792,请快点退款可以吗紫梧桐北京资产管理有限公司,退款,我那天突然有点事情，就没去看房子，后面不决定租他的房子了，表面说是1-2天到，这都快一个礼拜了，还没有到，是在蛋壳上介绍的,紫梧桐
2020-02-18,17348746310,逾期不付房租且无解释联系不到业务人员,尽快支付应付房租,"根据本人与紫梧桐（上海）公寓理有限公司签订的财产委托管理服务合同（合同号：SHGYSSHE19036761***，物业地点： 上海市钦州北路888弄11号501室）及付款计划约定，紫梧桐（上海）公寓管理有限公司应于2020年2月13日支付租金至本人账户。但至今仍未收到，也没有任何人和我联系和解释。
之前和该公司联系的员工也无法联系上。",紫梧桐
2020-02-17,17348734145,紫梧桐北京资产管理有限公司合同违约,按照合同约定违约条款,2018年11月26日，我与紫梧桐（北京）资产管理有限公司签署《财产委托管理服务合同》，房屋委托期限3年。2020年2月紫梧桐公司电话告知因武汉疫情需要我免房租一个月，我回复免租可以，需要贵司出具文字证明，确实给我房屋租客免了房租，否则不同意免租。因沟紫梧桐通人员无法做主，只做记录，此事没有沟通结果挂断电话，2...,紫梧桐
2020-02-19,17348756556,要求紫梧桐北京资产管理有限公司蛋壳公寓按时全额付款,按时支付租金,紫梧桐（北京）资产管理有限公司蛋壳公寓，现单方提出要求免租，但未与我方（业主）达成双方共识，至今未按合同规定期限（2020年2月19日至2020年5月18日）支付我方（业主）租金¥32193元，现要求3日内全额支付。,紫梧桐
2020-02-19,17348756421,紫梧桐天津公寓管理有限强制要免租金一个月我不同意我要求2月24前打租金,2月24号之前打房租,紫梧桐（天津）公寓管理有限公司，应该2月5日打房租到指定账户，但是截止现在，也没打，期间接到过电话，以疫情为由，要我免一个月房租，我没同意，我诉求2月24日前给我房租，否则我收房，按蛋壳违约处理。谢谢,紫梧桐
2020-02-19,17348753945,紫梧桐北京资产管理有限公司,支付租金，返还房屋,按照合同，应于2020年2月18日支付房租，但是本人于昨日并未收到租金。该公司在2月初曾给我打电话要求免租一个月，本人并未同意。打客服未果。,紫梧桐
